job_id,job_title,employer_name,job_city,job_state,job_country,job_is_remote,job_employment_type,job_min_salary,job_max_salary,job_salary_currency,job_salary_period,job_description,job_apply_link,job_posted_at_datetime,job_publisher,job_required_experience,job_required_skills,job_required_education,job_benefits,job_google_link,job_offer_expiration_datetime
CjHb3PjDBxBv9TxmAAAAAA==,"🚀 ¡Buscamos Ingeniero/a Informático Back End Python(Pandas, Numpy) Big Data & Machine Learning!",Quental,Madrid,Madrid,ES,False,A tiempo completo,,,,,¿Quieres formar parte de un equipo que trabaja con tecnologías punteras en Big Data y ser protagonista en la creación de soluciones de análisis avanzado que marcan la diferencia? En nuestro laboratorio tendrás la oportunidad de programar procesos de manejo de grandes volúmenes de información y contribuir a la implementación de modelos de machine learning y análisis estadístico que impulsan decisiones estratégicas. Con colaboración en los equipos de desarrollo de las soluciones de Big Data llevan...,https://es.linkedin.com/jobs/view/%F0%9F%9A%80-%C2%A1buscamos-ingeniero-a-inform%C3%A1tico-back-end-python-pandas-numpy-big-data-machine-learning%21-at-quental-4296431204?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DCjHb3PjDBxBv9TxmAAAAAA%3D%3D&vssid=jobs-detail-viewer,
J7J_WEWrdOySUW36AAAAAA==,Devops (Python / GitHub Actions),Vermont Solutions,Madrid,Madrid,ES,False,A tiempo completo,,,,,"Devops ¿Te apasiona diseñar soluciones CI/CD y trabajar en entornos altamente colaborativos y técnicos? En Vermont, estamos buscando un perfil DevOps con experiencia sólida en el ecosistema de GitHub Actions, Python y prácticas modernas de integración y despliegue continuo para incorporar a equipo de nuestro cliente del sector energético. 🧩 ¿Cuál será tu misión? Serás responsable de diseñar, implementar y mantener arquitecturas robustas que automaticen y optimicen los procesos de desarrollo y de...",https://es.linkedin.com/jobs/view/devops-python-github-actions-at-vermont-solutions-4294266974?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DJ7J_WEWrdOySUW36AAAAAA%3D%3D&vssid=jobs-detail-viewer,
qytltnvfbx_I9eq4AAAAAA==,Senior DevOps / ML Engineer (Python) - remoto (^),Between Technology,Madrid,Madrid,ES,False,A tiempo completo,,,,,"En BETWEEN te ofrecemos las oportunidades que necesitas para alcanzar tus objetivos profesionales. Si quieres desarrollar tus capacidades en IT e Ingeniería ¡este es tu próximo destino! Damos soporte en una gran variedad de áreas como Firmware, Software, BI, Diseño, Project Management y muchas más. Además, desarrollamos soluciones tecnológicas a medida desde nuestros BETWEEN Labs. Estamos buscando un Senior DevOps / MLOps para ampliar uno de nuestros equipos en Madrid. Funciones Como Senior DevO...",https://es.linkedin.com/jobs/view/senior-devops-ml-engineer-python-remoto-%5E-at-between-technology-4270285817?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3Dqytltnvfbx_I9eq4AAAAAA%3D%3D&vssid=jobs-detail-viewer,
eo9HyXUpVHlj4TcaAAAAAA==,FULL STACK DEVELOPER (PYTHON + VUE.JS),Kimia Group,Madrid,Madrid,ES,False,A tiempo completo,,,,,"💻 Feedsmore is Hiring! We’re Looking for a Full Stack Developer (Python + Vue.js) 🚀 Are you passionate about building robust backend systems and developing dynamic, modern frontends? Join Feedsmore (Kimia Group) and help evolve a production-grade platform that handles complex data pipelines and serves engaging user interfaces at scale. What you’ll do: ✔ Develop and maintain APIs and backend services in Django (Python) ✔ Optimize background processing tasks with Celery and RabbitMQ ✔ Work with Po...",https://es.linkedin.com/jobs/view/full-stack-developer-python-%2B-vue-js-at-kimia-group-4281034341?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3Deo9HyXUpVHlj4TcaAAAAAA%3D%3D&vssid=jobs-detail-viewer,
uvovr3E1zJIErDwkAAAAAA==,GCP Developer - Python & Vue.js,"NTT DATA, Inc.",Madrid,Madrid,ES,False,A tiempo completo,,,,,"NTT Data somos todas las personas que la formamos. Un equipo de más de 139.000 profesionales, tan diverso cómo diversos son los 50 países en los que estamos presentes y los diferentes sectores en los que desarrollamos nuestra actividad; telecomunicaciones, entidades financieras, industria, utilities, energía, administración pública y sanidad. ¿Nuestra misión? Ofrecer soluciones tecnológicas, de negocio, estrategia, desarrollo y mantenimiento de aplicaciones, siendo un referente en consultoría. T...",https://es.linkedin.com/jobs/view/gcp-developer-python-vue-js-at-ntt-data-inc-4279259341?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3Duvovr3E1zJIErDwkAAAAAA%3D%3D&vssid=jobs-detail-viewer,
VU94r-Rkp9T3sHv6AAAAAA==,🤖📊 INGENIERO/A DE DATOS Big Data SQL PYTHON SPARK para  proyectos de análisis de datos en sector puntero 🐍💡,Quental,Madrid,Madrid,ES,False,A tiempo completo,,,,,"• 🚀 ¡Únete a nuestro equipo en el apasionante mundo de la Ingeniería, Ciencia de Datos y Machine Learning! 🤖📊 Buscamos un profesional con experiencia acreditada en colaborar en las fases de extracción, tratamiento, transformación y carga de grandes volúmenes de datos desde infraestructuras heterogéneas. 🌐🔄📈 Si tienes habilidades en el desarrollo de soluciones de análisis de datos y big data participando en las tareas de programación de los procesos de extracción de los lagos de información, ¡que...",https://es.linkedin.com/jobs/view/%F0%9F%A4%96%F0%9F%93%8A-ingeniero-a-de-datos-big-data-sql-python-spark-para-proyectos-de-an%C3%A1lisis-de-datos-en-sector-puntero-%F0%9F%90%8D%F0%9F%92%A1-at-quental-4294104522?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DVU94r-Rkp9T3sHv6AAAAAA%3D%3D&vssid=jobs-detail-viewer,
PwhzAy7lKVOZRQ9KAAAAAA==,Senior Data Engineer Python - Investment Management,Client Server,Madrid,Madrid,ES,False,A tiempo completo,,,,,"Senior Data Engineer (Python Spark SQL) Madrid onsite to €120,000 Do you have a first class education combined with Data Engineering skills? You could be progressing your career at a start-up Investment Management firm that have secure backing, an established Hedge Fund client as a partner and massive growth potential. As a Senior Data Engineer you'll be instrumental in transitioning the core data platform to Azure, managing 3rd party data ingestion and integration. You'll collaborate and be sup...",https://es.linkedin.com/jobs/view/senior-data-engineer-python-investment-management-at-client-server-4287957058?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DPwhzAy7lKVOZRQ9KAAAAAA%3D%3D&vssid=jobs-detail-viewer,
jVooUl-b1nvNNKfTAAAAAA==,Lead Data Scientist (Python/PySpark),GFT Technologies,Madrid,Madrid,ES,False,A tiempo completo,,,,,"Descripción del puesto: ¿Qué estamos buscando? Actualmente tenemos un puesto vacante para un/a Lead Data Scientist (Python & PySpark Expert) que quiera unirse a nuestra compañía. Buscamos una persona con una sólida trayectoria en ciencia de datos, capaz de liderar equipos, diseñar estrategias analíticas y guiar la implementación de soluciones avanzadas en entornos de Big Data. Tus principales responsabilidades son: Aunque dependerán de tu perfil y experiencia aportada, en general las principales...",https://es.linkedin.com/jobs/view/lead-data-scientist-python-pyspark-at-gft-technologies-4283778610?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DjVooUl-b1nvNNKfTAAAAAA%3D%3D&vssid=jobs-detail-viewer,
8dH0Qp4tQhxeXfgHAAAAAA==,Wxt285 Llm Engineer | Python | Arquitecturas Rag (100% Remoto),Trileuco Solutions,Madrid,Madrid,ES,False,A tiempo completo,,,,,"¿Te apasiona llevar modelos de IA a producción con eficiencia y calidad? En Diverger, estamos revolucionando el desarrollo de software mediante la adopción inteligente de IA generativa. Nuestro equipo trabaja en soluciones propias que aceleran y potencian el trabajo de desarrollo, con herramientas que no solo usamos, sino que creamos y mejoramos constantemente.Con más de 120 personas trabajando en remoto desde toda España, queremos incorporar a nuestro equipo un LLM Engineer con experiencia en i...",https://es.linkedin.com/jobs/view/wxt285-llm-engineer-python-arquitecturas-rag-100%25-remoto-at-trileuco-solutions-4290088885?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3D8dH0Qp4tQhxeXfgHAAAAAA%3D%3D&vssid=jobs-detail-viewer,
j3jID3RBM0tpNUw-AAAAAA==,"Ia Backend Engineer (Python, Gcp, Llm)",Trileuco Solutions,Madrid,Madrid,ES,False,A tiempo completo,,,,,"En Diverger no solo desarrollamos software, transformamos cómo se construye gracias a la inteligencia artificial. Nuestra metodología propia, Exponential Programming, combina talento técnico con GenAI para multiplicar el impacto de cada proyecto. Colaboramos con empresas que mueven sectores como el vídeo, la analítica de datos o el streaming de contenidos, desarrollando soluciones ambiciosas en entornos reales. Más de 100 personas forman parte de nuestros equipos. Y sí, ¡la IA está en todas part...",https://es.linkedin.com/jobs/view/ia-backend-engineer-python-gcp-llm-at-trileuco-solutions-4286895754?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3Dj3jID3RBM0tpNUw-AAAAAA%3D%3D&vssid=jobs-detail-viewer,
